source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
5547,Lumen Services GmbH,GB,GB,GB96920227000,GB96920227000,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5550,Batavia Technologies GmbH,XX,XX,XX75620749,XX75620749,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5551,Lumen Transports Oy,IT,IT,IT0613O561901,IT0613O561901,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5555,Vertex Technologies GmbH,PL,PL,PL58844341669,PL58844341669,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5557,Atlantic Logistics SpA,DK,DK,DK660317801,DK660317801,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5559,Lumen Industries SAS,QQ,QQ,QQ106562745B13,QQ106562745B13,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5560,Azur Technologies A/S,QQ,QQ,QQ880438034B29,QQ880438034B29,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5562,Verso Industries NV,FR,FR,-,,numero_tva_absent,Numero TVA absent
5564,Fabrica Industries NV,DK,DK,09576215,09576215,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5567,Atlantic Materials Oy,NL,NL,095680639B96,095680639B96,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5569,Ardent Distribution NV,NL,NL,NL626617650B5,NL626617650B5,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5579,Solaris Consulting SARL,FI,FI,39561139,39561139,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5592,Batavia Industries Lda,IT,IT,49693517895,49693517895,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5595,Alpine Industries SpA,ZZ,ZZ,ZZ1747565760,ZZ1747565760,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5602,Global Technologies Oy,GB,GB,GB960674629601,GB960674629601,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5607,Orion Materials A/S,BE,BE,BE1372J67197,BE1372J67197,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5612,Papyrus Consulting SA,FR,FR,44252607734,44252607734,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5614,Vertex Consulting AB,DK,DK,94746175,94746175,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5622,Azur Industries AB,FR,FR,FR914397417O4,FR914397417O4,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5627,Kappa Consulting SARL,DK,DK,DK5406G440,DK5406G440,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5629,Papyrus Technologies Sp. z o.o.,SE,SE,SE85188823300,SE85188823300,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5631,Delta Distribution SA,DK,DK,DK964289O1,DK964289O1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5632,Baltic Industries AB,QQ,QQ,QQ41209061799,QQ41209061799,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5635,Meridian Trading Oy,NL,NL,-,,numero_tva_absent,Numero TVA absent
5637,Atlantic Consulting A/S,FR,FR,-,,numero_tva_absent,Numero TVA absent
5640,Ardent Distribution Sp. z o.o.,PL,PL,6201858827,6201858827,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5641,Orion Technologies Oy,NL,NL, ,,numero_tva_absent,Numero TVA absent
5648,Prima Technologies A/S,NL,NL,NL664146120B3K,NL664146120B3K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5651,Lumen Distribution Sp. z o.o.,ZZ,ZZ,ZZ25614581302,ZZ25614581302,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5653,Batavia Transports SpA,PT,PT,PT40391H913,PT40391H913,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5659,Textil Services SpA,NL,NL,NL717862999B288,NL717862999B288,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5660,Solaris Trading AB,DK,DK,DK3942606,DK3942606,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5666,Atlantic Materials SAS,PL,PL,PL96862652970,PL96862652970,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5669,Baltic Distribution SAS,NL,NL,NL669G86184B19,NL669G86184B19,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5672,Corvus Materials SA,IT,IT,IT8330647032K,IT8330647032K,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5673,Batavia Transports Sp. z o.o.,FR,FR,FR532169407J0,FR532169407J0,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5678,Vertex Technologies NV,SE,SE,SE86808842210,SE86808842210,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5681,Prima Foods BV,PL,PL,2952715782,2952715782,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5685,Baltic Technologies A/S,SE,SE,SE46986H897901,SE46986H897901,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5698,Corvus Distribution NV,DK,DK,-,,numero_tva_absent,Numero TVA absent
5705,Verso Services SARL,FR,FR,FR928322278559,FR928322278559,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5708,Solaris Distribution Sp. z o.o.,QQ,QQ,QQ351565370,QQ351565370,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5713,Granit Trading Oy,DK,DK,DK3255728,DK3255728,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5720,Papyrus Foods SAS,SE,SE,SE0408424H2201,SE0408424H2201,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5721,Atlantic Foods Lda,SE,SE,SE.0065706202018,SE0065706202018,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5730,Lusitania Foods AB,GB,GB,GB51530407,GB51530407,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5733,Global Transports SA,NL,NL,NL417555386B7,NL417555386B7,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5734,Atlantic Logistics SAS,FI,FI,FI0178608,FI0178608,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5735,Textil Foods SA,LU,LU,,,numero_tva_absent,Numero TVA absent
5738,Prima Services AB,FR,FR,FR835518J7958,FR835518J7958,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5740,Fabrica Transports BV,ZZ,ZZ,ZZ37806885,ZZ37806885,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5744,Vela Trading GmbH,FI,FI,FI9O112814,FI9O112814,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5745,Azur Trading NV,XX,XX,XX784847678B20,XX784847678B20,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5746,Papyrus Distribution GmbH,ZZ,ZZ,ZZ1370967811,ZZ1370967811,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5749,Fabrica Materials SpA,PL,PL,PL663M900695,PL663M900695,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5756,Meridian Distribution Lda,IT,IT,IT7474990253,IT7474990253,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5757,Atlantic Services SAS,FI,FI,FIJ6892921,FIJ6892921,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5762,Meridian Industries SARL,LU,LU,25584458,25584458,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5767,Granit Industries Sp. z o.o.,XX,XX,XX6677962807,XX6677962807,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5771,Atlantic Materials NV,FI,FI,FI8358558,FI8358558,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5777,Fabrica Technologies A/S,PT,PT,PT9227536796,PT9227536796,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5778,Metallo Trading A/S,PT,PT,PT2465153M4,PT2465153M4,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5784,Hanse Foods BV,DK,DK,DK0398038,DK0398038,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5786,Prima Logistics Sp. z o.o.,PL,PL,PL1097O67033,PL1097O67033,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5788,Prima Distribution SA,FI,FI,83966125,83966125,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5790,Lumen Logistics GmbH,DK,DK,DK0015670,DK0015670,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5791,Lusitania Trading A/S,SE,SE,052642002101,052642002101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5795,Lusitania Foods NV,XX,XX,XX56586301,XX56586301,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5797,Orion Logistics Sp. z o.o.,IT,IT,IT0506969745O,IT0506969745O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5798,Textil Consulting Sp. z o.o.,ZZ,ZZ,ZZ20015146,ZZ20015146,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5801,Kappa Technologies BV,FR,FR,60999479674,60999479674,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5812,Granit Technologies GmbH,PL,PL,PL2748754G62,PL2748754G62,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5820,Papyrus Distribution SpA,PL,PL,PL435791933,PL435791933,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5822,Meridian Logistics SARL,PT,PT,302923853,302923853,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5823,Cobalt Trading SAS,UK,UK,UK579433870,UK579433870,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5826,Delta Services Sp. z o.o.,PL,PL,PL565552923,PL565552923,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5827,Corvus Industries SARL,NL,NL,NL612617427B1,NL612617427B1,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5831,Granit Trading SpA,PT,PT,292424493,292424493,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5836,Vertex Technologies BV,ZZ,ZZ,ZZ052081370B74,ZZ052081370B74,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5837,Verso Technologies Sp. z o.o.,SE,SE,142921639101,142921639101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5844,Batavia Technologies A/S,ZZ,ZZ,ZZ15160772,ZZ15160772,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5850,Global Technologies BV,FI,FI,FI1835321,FI1835321,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5851,Delta Logistics SAS,SE,SE,SE-43O879822001,SE43O879822001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5854,Vertex Transports SAS,BE,BE,BEH475996915,BEH475996915,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5855,Global Technologies SA,PT,PT,PT8153023G0,PT8153023G0,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5857,Global Services SAS,NL,NL,229819321B01,229819321B01,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5871,Lusitania Trading SA,PL,PL,PL42999065107,PL42999065107,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5873,Azur Transports A/S,XX,XX,XX490087838B71,XX490087838B71,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5882,Vela Foods AB,SE,SE,SEO81282073001,SEO81282073001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5886,Cobalt Logistics SA,UK,UK,UK953311703B86,UK953311703B86,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5890,Granit Distribution AB,BE,BE,BE141827015,BE141827015,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5896,Corvus Distribution AB,IT,IT,44763835087,44763835087,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5897,Granit Materials SpA,SE,SE,012717178301,012717178301,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5905,Vertex Transports Sp. z o.o.,PT,PT,281889880,281889880,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5906,Meridian Materials SA,DK,DK,29898146,29898146,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5908,Cobalt Foods BV,LU,LU,LU3814843,LU3814843,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5911,Lusitania Logistics Oy,QQ,QQ,QQ45636803,QQ45636803,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5912,Papyrus Materials A/S,LU,LU,LUH4137678,LUH4137678,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5914,Papyrus Logistics Lda,QQ,QQ,QQ910131434301,QQ910131434301,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
5917,Kappa Services AB,DK,DK,DK406G7912,DK406G7912,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5922,Batavia Foods AB,FI,FI,24733313,24733313,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5928,Alpine Industries BV,DK,DK,DK8981446,DK8981446,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5931,Corvus Foods Lda,SE,SE,SE68764846570,SE68764846570,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5934,Solaris Industries SAS,FR,FR,93318455586,93318455586,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5937,Kappa Technologies NV,BE,BE,NU.LL,NULL,prefixe_pays_incoherent,Prefixe du numero TVA different du pays declare
5938,Lusitania Logistics BV,SE,SE,SE8273100761012,SE8273100761012,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5939,Vertex Consulting AB,FI,FI,FI8483156,FI8483156,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5943,Atlantic Consulting NV,IT,IT,27434796606,27434796606,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5944,Orion Logistics Lda,PT,PT,PT58018979,PT58018979,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5948,Global Services NV,PL,PL,1477855501,1477855501,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5950,Solaris Consulting SAS,UK,UK,UK1341683016,UK1341683016,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5959,Verso Services SpA,GB,GB,GB40416427088,GB40416427088,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5971,Nord Transports Sp. z o.o.,SE,SE,SE1242J9890301,SE1242J9890301,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5972,Hanse Services AB,BE,BE,BE0H04442670,BE0H04442670,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5974,Meridian Industries A/S,LU,LU,LU6439047,LU6439047,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5975,Orion Foods SpA,FR,FR,FR736387575982,FR736387575982,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5982,Metallo Foods BV,GB,GB,GB755253973,GB755253973,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
5984,Corvus Logistics Lda,PT,PT,PTO79572290,PTO79572290,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5995,Orion Logistics SAS,NL,NL,NL835545325B290,NL835545325B290,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5998,Delta Industries AB,LU,LU,81521261,81521261,format_invalide,Numero nettoye non conforme au format attendu pour le pays
5999,Verso Foods SA,LU,LU,LU317M9431,LU317M9431,format_invalide,Numero nettoye non conforme au format attendu pour le pays
6000,Lumen Materials SA,LU,LU,LU3387K378,LU3387K378,format_invalide,Numero nettoye non conforme au format attendu pour le pays
6001,Hanse Logistics NV,PL,PL,8776254109,8776254109,format_invalide,Numero nettoye non conforme au format attendu pour le pays
6006,Kappa Materials SA,FI,FI,,,numero_tva_absent,Numero TVA absent
6010,Textil Technologies BV,LU,LU, ,,numero_tva_absent,Numero TVA absent
